"","created_at","username","profile_image_url","protected","verified","id","name","public_metrics.followers_count","public_metrics.following_count","public_metrics.tweet_count","public_metrics.listed_count","description","entities","location","url","pinned_tweet_id"
"11","2021-05-20T08:57:23.000Z","Joanna45856454","https://pbs.twimg.com/profile_images/1456718596474802176/Rbh4vIVN_normal.jpg",FALSE,FALSE,"1395302565550624768","Joanna",     538,    1318,   39322,       0,"",NA,NA,NA,NA
"12","2017-11-10T18:04:33.000Z","MarekTeraaaa","https://pbs.twimg.com/profile_images/1600522500982571008/zh0Wqgte_normal.jpg",FALSE,FALSE,"929047140378259456","ggggggg",      19,     194,    1225,       5,"",NA,NA,NA,NA
"13","2012-01-23T17:30:20.000Z","domara78","https://pbs.twimg.com/profile_images/1331536132295827456/B8eqddYH_normal.jpg",FALSE,FALSE,"472165138","Rafał D.",     380,     205,   61484,       4,"'Butelki z benzyną i kamienie wymierzone w ciebie!' Tylko anarchia! Jedyna stała to jebać pis i watykańskich okupantów! Nie rozmawiam z katolskimi debilami.",NA,"EU",NA,NA
"14","2012-12-06T21:25:18.000Z","AndrzejHalicki","https://pbs.twimg.com/profile_images/1119161964641411073/xiCKUCpA_normal.jpg",FALSE,TRUE,"993849096","Andrzej Halicki MEP",   78166,    1683,   19878,     281,"MEP - Europoseł Przewodniczący delegacji PO-PSL w PE Wiceprzewodniczący @EPP Poseł na Sejm RP 2007-2019 Minister Administracji i Cyfryzacji 2014-2015",NA,"Warszawa",NA,"1483340344339091456"
"15","2017-12-08T08:47:59.000Z","MorawieckiM","https://pbs.twimg.com/profile_images/1504140179514273797/41KTL-kp_normal.jpg",FALSE,TRUE,"939053934232195072","Mateusz Morawiecki",  646937,     205,    2221,    1275,"Prezes Rady Ministrów 🇵🇱",NA,NA,"https://t.co/aEw2OrWy7u",NA
"16","2010-09-19T18:57:01.000Z","jwojc","https://pbs.twimg.com/profile_images/1520798040/face_normal.jpg",FALSE,FALSE,"192640703","Janusz Wojciechowski",   31624,     529,   26705,     441,"Commissioner in charge of @EUAgri",NA,NA,"https://t.co/9modtMEAT3","1660954648532983809"
"17","2012-06-15T09:53:51.000Z","EuroBobek","https://pbs.twimg.com/profile_images/1065961477947965441/c-ucC3RQ_normal.jpg",FALSE,FALSE,"608951201","Oskar/Bob",     141,     336,   14371,       1,"Hard - Harder - Hardest :D",NA,NA,NA,NA
"18","2013-10-27T06:16:40.000Z","iron_man_ww","https://pbs.twimg.com/profile_images/1602641383227006982/s6GRJgs7_normal.jpg",FALSE,FALSE,"2158215908","iron_man_ww",     109,      50,   18156,       1,"cały sejm won",NA,"Polska",NA,NA
"19","2022-09-02T07:21:54.000Z","JacekOlejnicza6","https://pbs.twimg.com/profile_images/1622729248191438849/uQ_xPxTh_normal.jpg",FALSE,FALSE,"1565600666776649728","Pál Teleki był bohaterem Polski i Węgier",     185,     174,    7617,       2,"""Sekretem szczęścia jest wolność. A sekretem wolności jest odwaga"". Tukidydes.
""Polacy to naród najwspanialszy ze wspaniałych, ale rządzony przez najpodlejszych",NA,NA,NA,NA
"20","2022-04-28T20:18:29.000Z","FreneyMr","https://pbs.twimg.com/profile_images/1610632264529989634/U1HliBa9_normal.jpg",FALSE,FALSE,"1519772797207298050","MrFreney",     142,      98,   11215,       2,"Nie ma o czym gadać, jeśli już to pół żartem - pół serio. Młoty złomuję. Niekiedy posługuję się ironią lub sarkazmem.
Przepraszam za to ponuraków oraz ćwoków.",NA,NA,NA,NA
"21","2020-04-16T17:11:47.000Z","teresa_kimi","https://pbs.twimg.com/profile_images/1256993895071780865/5qQzQV3U_normal.jpg",FALSE,FALSE,"1250834168994508800","Teresa Kimi",     380,     891,   33789,       1,"Co innego jest ukryć, a co innego przemilczeć. Cyceron",NA,"Polska",NA,NA
"22","2015-10-04T08:37:05.000Z","BarbaraSadowsk5","https://pbs.twimg.com/profile_images/1589371863343529992/j_U5q10p_normal.jpg",FALSE,FALSE,"3860092521","Barbara Sadowska",    3209,    4860,   60934,      18,"NACJONALISTKA
POLSKA",NA,NA,NA,"1590114154354180097"
"23","2022-11-29T18:16:36.000Z","papcio38052483","https://pbs.twimg.com/profile_images/1597656164434690062/WzzHSnhe_normal.jpg",FALSE,FALSE,"1597655697990221824","pap cio",     437,     551,   14846,       9,"",NA,NA,NA,NA
"24","2019-11-01T20:26:11.000Z","dariuszpoco","https://pbs.twimg.com/profile_images/1278384136659570688/7kX6koQ2_normal.jpg",FALSE,FALSE,"1190364173370363904","dariuszpoco🇵🇱",     626,      91,   35604,       6,"tylko czytając się dowiesz, czego tu nie ma ...",NA,NA,NA,NA
"25","2022-02-22T17:25:01.000Z","PkWolly","https://pbs.twimg.com/profile_images/1568950422085242880/IlSgH1dV_normal.jpg",FALSE,FALSE,"1496173579855179776","Wolly Pk 🤍❤ i tylko 🇵🇱",      70,     150,    1752,       3,"",NA,NA,NA,NA
"26","2021-05-02T06:36:59.000Z","pendzius","https://pbs.twimg.com/profile_images/1590691202759811074/2vw9Z4ka_normal.jpg",FALSE,FALSE,"1388744135906037764","Pendzius",     933,    1699,   67018,      20,"🇵🇱 SWP 🇵🇱CWNP 🇵🇱 SWO 🇵🇱",NA,NA,NA,NA
"27","2022-12-28T08:35:17.000Z","MarcinK111180","https://pbs.twimg.com/profile_images/1608018741341700096/XTCKUq7q_normal.png",FALSE,FALSE,"1608018502455115777","Marcin Krzysztalowicz",      20,     124,     729,       0,"",NA,NA,NA,NA
"28","2020-10-12T20:51:20.000Z","marek64419329","https://pbs.twimg.com/profile_images/1332439788461428739/gTZJI8as_normal.jpg",FALSE,FALSE,"1315756877821734917","marek_zegarek",     422,     327,   51510,       0,"14.10.2020
Dzisiaj założyłem tu konto...
Nie miałem pojęcia ilu polityków to debile i ameby umysłowe...",NA,NA,NA,"1322104100918599680"
"29","2022-12-16T11:52:46.000Z","AmbiwertykB","https://pbs.twimg.com/profile_images/1651233722404950016/LsFs10nV_normal.jpg",FALSE,FALSE,"1603719644526804993","Ambiwertyk Behemot 🇵🇱⚔️🇵🇱",      25,     233,    1261,       0,"Polska to mimo wszystko mój dom 🇵🇱
Uwielbiam lasy i zieleń, cenie sobie indywidualizm, spokój, wolność, swobodę działania i tak dalej... 🌲🌳🏞️",NA,NA,NA,NA
"30","2021-10-25T17:06:34.000Z","AlicjaSelerska","https://pbs.twimg.com/profile_images/1628120786992091136/wX5Q0Lz6_normal.jpg",FALSE,FALSE,"1452682384680304640","alicja selerska",      95,      92,    6619,       4,"maruda tak ale absolutnie  nie czarny humor .",NA,NA,NA,NA
"31","2020-01-29T08:52:21.000Z","Stanisa86827814","https://pbs.twimg.com/profile_images/1498581412949204996/V5hUfOrt_normal.jpg",FALSE,FALSE,"1222442184064020481","Stanisław🇵🇱🇹🇷🇸🇾🇵🇱ruski troll,ruski agent",    1107,    2610,   56371,       3,"🇵🇸fridom Palestyna
Tylko przed panem Bogiem klękam
Tylko pan Bóg jest moim panem",NA,NA,NA,NA
"32","2017-01-10T22:44:21.000Z","MarcJachacz","https://pbs.twimg.com/profile_images/1474183414639210499/sevPxPx3_normal.jpg",FALSE,FALSE,"818951639537160193","Marc",    1421,    1588,   58090,       9,"Biały człowiek oprzytomnieje dopiero wtedy, gdy okaże się, że dolarami nie można się najeść.

Przysłowie indiańskie",NA,NA,NA,"1651629264125542402"
"33","2011-07-05T22:08:41.000Z","elviz_mjp","https://pbs.twimg.com/profile_images/1477758548151050243/VTW_4NSm_normal.jpg",FALSE,FALSE,"329967586","Jan Kran",     527,    1142,   27142,       4,"„Będzie Was PiS ruchał w dupę, będzie was PiS kurwa dymał tak, jak was Platforma nie dymała. Ta kurwa, ten mały karakan, jebany śmieć, zniszczy was."" - Stonoga",NA,NA,NA,NA
"34","2021-03-24T07:37:00.000Z","JacekS79711906","https://pbs.twimg.com/profile_images/1374626755328282631/qNhvcfv6_normal.jpg",FALSE,FALSE,"1374626221359820802","Jacek S",      31,     181,    1866,       0,"przedsiębiorca 
droga rozsądku i mądrego patriotyzmu 
droga dobrej ekonomii dla obywateli i warunków do chęci życia w tym kraju.",NA,NA,NA,NA
"35","2017-08-09T09:36:42.000Z","MarekMa88061202","https://pbs.twimg.com/profile_images/1508935207541522432/5RRlxNQw_normal.jpg",FALSE,FALSE,"895217263787339776","Prawda Nas Wyzwoli ❤️🇵🇱",    7071,    3130,   38103,      11,"Kresowiak w drugim pokoleniu. Dziadka 🇺🇦 zamordowali 🇺🇦 banderowcy. Anti-communist, anti-nazi, anti-banderism.",NA,NA,NA,"1511295293995765761"
"36","2022-10-04T11:31:19.000Z","WicherPawlo","https://pbs.twimg.com/profile_images/1577303629102518272/3J-O_gTi_normal.jpg",FALSE,FALSE,"1577259754958774272","Pawlo Wicher",      19,      41,    1971,       0,"konserwatywny liberał",NA,NA,NA,NA
"37","2013-10-13T18:07:37.000Z","rudek_mirosaw","https://pbs.twimg.com/profile_images/1527678324453126145/87lb1Gly_normal.jpg",FALSE,FALSE,"713064345","Mirosław Rudek",    2292,    1683,  107090,      18,"Kocham Polskę. Ojczyzna dumna i wielka, to moje pragnienie. Fascynacja górami małymi i dużymi. Dalekie podróże, a w szczególności po dziwnych krainach.",NA,"Polska",NA,NA
"38","2016-10-06T03:10:43.000Z","ZgredMarsden","https://pbs.twimg.com/profile_images/1500747638668410882/18wtOzet_normal.jpg",FALSE,FALSE,"783867053887332352","Zgred Marsden #polskiagent 🇵🇱 ✝️",    1106,     713,   50519,      24,"Prawa strona mocy, katolik, szacunek dla tradycji i wartości. Lubię sport, lubię się pośmiać, cenie mądrych ludzi. Kocham muzykę z winyla.Legia Warszawa❤️🇭🇺",NA,"Warszawa, Polska",NA,NA
"39","2015-05-29T05:54:28.000Z","CoZlonkoPisalo","https://pbs.twimg.com/profile_images/606696501562249217/4gVXmqA1_normal.jpg",FALSE,FALSE,"3302518402","ZŁONKO",     570,     570,   57096,       0,"#JESTEMZDKMS
#10tysięcydawców",NA,NA,NA,NA
"40","2017-09-12T11:55:20.000Z","MartinKaye92","https://pbs.twimg.com/profile_images/1638570198755078144/U9JXthVh_normal.jpg",FALSE,FALSE,"907573338150723585","MarcinK.",    1062,    1939,   16605,      13,"Prawicowiec z Podkarpacia. Paleolibertarianin i katolicki tradycjonalista ن  #BabiesLivesMatter. 🇵🇱 🤝 🇭🇺 ✝️⛪️  #StopUkrainizacjiPolski NAFO mongrels = 💩",NA,"Podkarpackie, Polska",NA,"1504593952518901764"
"41","2015-09-20T13:42:47.000Z","nieelektro","https://pbs.twimg.com/profile_images/1024018388899774469/Rkl9_NY1_normal.jpg",FALSE,FALSE,"3718128797","Nieelektromobilny.",     527,     996,  103825,      14,"",NA,NA,NA,NA
"42","2022-07-19T21:08:39.000Z","PorowskiAndrzej","https://pbs.twimg.com/profile_images/1549501497246814208/mcVPp33l_normal.jpg",FALSE,FALSE,"1549501145264951296","Andrzej Porowski",     443,     724,   74378,       7,"ateiska antyZjep Polak z dziada pradziada",NA,NA,NA,NA
"43","2013-03-04T13:26:45.000Z","DKrawatto","https://pbs.twimg.com/profile_images/1406856803162415104/VSmCQspq_normal.jpg",FALSE,FALSE,"1241342754","Don Krawatto",    4838,    4178,   41438,      32,"Pachołki Rothschildów w polityce są po każdej stronie.",NA,NA,NA,"1391411005930934283"
"44","2020-04-26T15:59:32.000Z","Iza66033533","https://pbs.twimg.com/profile_images/1254440639003078662/V_9g5u95_normal.jpg",FALSE,FALSE,"1254439914936164353","Iza♥️🇵🇱 Murem za Polskim Mundurem",     270,     536,    6136,       8,"Kłamstwo nie staje się prawdą tylko dlatego, że wierzy w nie więcej osób.",NA,"Kraków",NA,NA
"45","2018-01-27T18:59:15.000Z","emil_szkut","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,FALSE,"957327156559872000","e-sz",     251,    1704,    4132,       0,"In a time of universal deceit, telling the truth is a revolutionary act - George Orwell",NA,NA,NA,"1482373245676445699"
"46","2014-08-24T09:29:30.000Z","keyard2","https://pbs.twimg.com/profile_images/503475625835769857/O0Uno4mo_normal.jpeg",FALSE,FALSE,"2761864770","Dariusz Kanjerski",     258,     562,   13556,       1,"Szło zło przez świat miało zwykłą twarz Ludzie się mylili A zło jak zło wybaczało błąd w chwili, gdy nie żyli.",NA,NA,NA,NA
"47","2017-08-02T08:37:54.000Z","piwowarzy","https://pbs.twimg.com/profile_images/1507883486677504003/a1Ir7OuP_normal.jpg",FALSE,FALSE,"892665751768879104","ach_co_ty_tomasz",     415,     826,   10989,      10,"Z28.310

Wkurwia mnie brak dbałości o gramatykę i ortografię, o język polski. Sam czasami robię błędy, ale się kurwa chociaż staram.",NA,"Kondominium RUS.-DE. pod ŻZP",NA,"1514973002873688080"
"48","2022-10-12T11:53:14.000Z","samocha_gocha","https://pbs.twimg.com/profile_images/1607651457540530178/nXvkEM5u_normal.jpg",FALSE,FALSE,"1580164492297641984","Gocha Samocha",     253,     409,   10749,       1,"Konto satyryczno wizjonersko prorocze, wszystko jest odkryte by było niewidoczne gdy prawda jest dziwniejsza od fikcji.",NA,"Szczecin, Polska",NA,NA
"49","2017-09-02T11:17:53.000Z","JarosOgar","https://pbs.twimg.com/profile_images/1550582987452026883/H04kci3A_normal.jpg",FALSE,FALSE,"903940033287217152","JAROSŁAW OGAR",     568,     761,   71810,       5,"Prawda nie jest ukryta, to ludzie ukrywają się przed prawdą.
Prawda Was wyzwoli.
Chamstwo, inwektywy, wulgaryzmy -ban.",NA,"Polska",NA,NA
"50","2019-09-17T10:17:40.000Z","Gregory67556238","https://pbs.twimg.com/profile_images/1294892037943304192/3OdivYNQ_normal.jpg",FALSE,FALSE,"1173903741818478592","Gregory",      51,     128,    3370,       2,"To old for this shit",NA,NA,NA,NA
"51","2022-07-24T06:44:40.000Z","Piotrek0127","https://pbs.twimg.com/profile_images/1551096008599298049/jG54Mjfh_normal.png",FALSE,FALSE,"1551095705745375232","Piotr Kuryłowicz",     108,     233,    8232,       2,"Piotrek",NA,NA,NA,NA
"52","2022-02-20T20:57:10.000Z","NoelKawa","https://pbs.twimg.com/profile_images/1619043074470035471/iaqJfQZX_normal.jpg",FALSE,FALSE,"1495502717711785990","Noel Kawa",     112,     343,    8495,       3,"Od kowida do gorączki ukraińskiej.",NA,NA,NA,NA
"53","2019-02-04T16:38:15.000Z","Pawe29256020","https://pbs.twimg.com/profile_images/1583402941892935680/sl3Y1pNJ_normal.jpg",FALSE,FALSE,"1092462349607464963","KomisarzJewropejski",     188,     370,    5614,      13,"#Stop amerykanizacji Polski.
#Stop ukrainizacji Polski.
#中国袜子 ( chińska onuca ) 
PiS / PO jedno zło
Unia Europejska powinna zostać zniszczona to ZSRRbis.",NA,"Eurokolchoz",NA,NA
"54","2022-08-08T13:52:56.000Z","AnnaButrymowicz","https://pbs.twimg.com/profile_images/1556639604152979457/8j_MxCUT_normal.png",FALSE,FALSE,"1556639332852809730","Anna Butrymowicz",      33,      79,    2339,       1,"",NA,NA,NA,NA
"55","2020-12-04T12:27:39.000Z","CzechuSmile","https://pbs.twimg.com/profile_images/1334843899664359424/_RabvtH6_normal.jpg",FALSE,FALSE,"1334836662178885633","Czechu Smile",      38,     149,    8684,       1,"📸📷🎥 reporter, photographer, cameraman

Ich bin ein Berliner.",NA,"Berlin, Germany, EU ",NA,"1624454636877799458"
"56","2022-03-03T15:15:59.000Z","amrzejamrzej","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,FALSE,"1499403185118584837","dudenko",      46,     323,    1182,       2,"gardze ukropoliniakami, fajnopolakami i feminazistami. Jesteś jednym z nich?  Nie zaglądaj tu szkodniku. Hobby to zgłaszanie takich asów na twiterku.",NA,NA,NA,"1629575642529366021"
"57","2021-03-10T18:31:40.000Z","MarioLus16","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,FALSE,"1369717502041878529","MarioLus",     305,     231,   81848,      10,"Trzeźwo myślący, po 50ce!",NA,NA,NA,NA
"58","2017-12-25T13:05:29.000Z","StanisStanisa","https://pbs.twimg.com/profile_images/995291775504994306/L0zdz5Mq_normal.jpg",FALSE,FALSE,"945279328018993152","Stanisław",     284,     937,   11356,      10,"Blebleble",NA,"Preumbria",NA,NA
"59","2021-04-12T05:37:13.000Z","Katarzy37264470","https://pbs.twimg.com/profile_images/1599346533756977155/SWEq3ree_normal.jpg",FALSE,FALSE,"1381481455361138688","Katarzyna",      54,     227,    1370,       0,"",NA,NA,NA,NA
"60","2019-06-29T20:31:21.000Z","Nika23010892","https://pbs.twimg.com/profile_images/1628494339767775234/FIrjyanM_normal.jpg",FALSE,FALSE,"1145067251361615873","Nika",     123,     237,    2692,       0,"'Nie ufam tym, którzy są przekonani, że mają wielu przyjaciół. To znak, iż nie znają ludzi'
Carlos Ruiz Zafón, Gra anioła",NA,NA,NA,NA
"61","2016-01-04T16:01:43.000Z","NiebieskoZolty","https://pbs.twimg.com/profile_images/1477758665033670661/qHPp7HRr_normal.jpg",FALSE,FALSE,"4706281648","🇵🇱 mieszkaniec PL !!! #ToNieNaszaWojna",     607,     510,   27029,      27,"https://t.co/6pFD2VUe35
Politycy WON !!! Nie całuje Ukraińców, boli ludobójstwo 200 tys. Polaków którzy nie otrzymali pomocy medycznej bo covid19! Lubię swój chleb.",NA,NA,"https://t.co/iHX6iTwrTO",NA
"62","2023-01-07T10:10:18.000Z","ZwGregor","https://pbs.twimg.com/profile_images/1611666531984752641/bvJ7GktN_normal.png",FALSE,FALSE,"1611666255382986753","Gregor Zw",      12,      49,     365,       0,"",NA,NA,NA,NA
"63","2018-07-25T16:22:40.000Z","Krasnal18","https://pbs.twimg.com/profile_images/1155913724408029184/yoqmmJ_I_normal.jpg",FALSE,FALSE,"1022155181889388549","Krasnal",     544,     984,   97621,       2,"Wielka Polska ♥️🇵🇱♥️

       🚫🇮🇱🚫🇺🇦🚫🏳️‍🌈🚫🏴‍☠️🚫🇪🇺🚫☪️🚫🕎🚫✡🚫🕉🚫",NA,NA,NA,NA
"64","2018-11-24T18:40:55.000Z","Aardvarken2","https://pbs.twimg.com/profile_images/1497089581958807557/MEzN0i9j_normal.jpg",FALSE,FALSE,"1066401291658817536","Cherokee KJ",     359,     600,   24705,       0,"Ondernemer in Oost Europa• gezin• werk• techno• zwijnenjagen, vliegvissen EN DIESEL",NA,"Polen (en verderop)",NA,NA
"65","2023-03-10T09:59:33.000Z","Choinski74","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,FALSE,"1634131804348198912","Szymon Choiński",      50,     176,    2135,       1,"To nie jest kraj dla Polaków.",NA,NA,NA,NA
"66","2019-12-21T14:04:14.000Z","Zdzich77346594","https://pbs.twimg.com/profile_images/1578371026571993088/UmendPay_normal.jpg",FALSE,FALSE,"1208387597866803200","Zakir",     257,     302,   23090,       7,"",NA,NA,NA,NA
"67","2022-05-23T09:08:50.000Z","Bartosz_Wieszcz","https://pbs.twimg.com/profile_images/1528664903468437508/7950ytQl_normal.jpg",FALSE,FALSE,"1528664138217668609","Bartosz",      71,      62,    4951,       1,"Biegać,skakać,latać,pływać.W tańcu ,w ruchu wypoczywać...",NA,"Police, Polska",NA,NA
"68","2019-05-07T15:57:37.000Z","k_baginsky","https://pbs.twimg.com/profile_images/1319219613562003457/jdds9QB2_normal.jpg",FALSE,FALSE,"1125791807697248261","Krystian",      36,     571,    1442,       0,"nic na poważnie, jedynie romantycznie. student kozmina",NA,"Kraków, Polska",NA,NA
"69","2022-12-19T23:56:23.000Z","Co_Jest_Kurwa","https://pbs.twimg.com/profile_images/1638602008809578499/DQwpbvb5_normal.jpg",FALSE,FALSE,"1604988916205076480","What The Fuck",      75,     170,    2265,       0,"Odbudowuje konto po utracie 35 mln followersów. Ekspert w Dzień Dobry na Śniadanie i Dobranoc na Kolacje. Żadnej prawdy się nie boję. Zapraszam do kontaktu.",NA,NA,NA,NA
"70","2018-12-16T09:00:08.000Z","Piotr08706670","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,FALSE,"1074227665513668608","Piotr",     142,     239,   31933,       0,"",NA,NA,NA,"1178369729561595910"
"71","2015-05-24T06:11:43.000Z","BobikSzuwarek","https://pbs.twimg.com/profile_images/1607063619635650561/HhEml8bv_normal.jpg",FALSE,FALSE,"3296230252","Darek R. 🇵🇱🇸🇰🇨🇿🇭🇺🇷🇺",     369,     411,    9190,       2,"Stop ukrainizacji Polski 🇵🇱 To nie nasza wojna",NA,"KRK 🇵🇱",NA,NA
"72","2018-05-21T16:52:15.000Z","Rafa41014467","https://pbs.twimg.com/profile_images/1251069929278889985/PXz9vvUv_normal.jpg",FALSE,FALSE,"998607415758213125","Rafał Makowski🇵🇱",     657,     448,   38810,      12,",,Naród, który się oburza 
ma prawo do nadziei 
ale biada temu,który
gnije w milczeniu ''
              C.K.Norwid",NA,NA,NA,NA
"73","2011-10-31T21:52:56.000Z","konmik1","https://pbs.twimg.com/profile_images/418480588723855360/9plBxh1a_normal.jpeg",FALSE,FALSE,"402319672","Ludwik Andegaweński",     177,     354,   26061,       0,"Z Bożej łaski Król Węgier, Dalmacji, Chorwacji, Ramy, Serbii, Galicji, Lodomerii, Komanii, Bułgarii, Polski; Książę Salerno; Pan Monte Sant’ Angelo",NA,NA,NA,NA
"74","2016-12-01T05:16:36.000Z","cichypawlo","https://pbs.twimg.com/profile_images/938534292614930432/9ngTUn8G_normal.jpg",FALSE,FALSE,"804192451464466437","Paweł Cichy",     178,     372,   11315,       8,"",NA,NA,NA,NA
"75","2017-01-11T10:53:01.000Z","TONowocinski","https://pbs.twimg.com/profile_images/1660129478507364352/vm909Oma_normal.jpg",FALSE,FALSE,"819135017565716480","Maciej",     496,     741,   21819,      12,"wolnościowiec, pragmatyk, ukrofole fajnopolacy żółtoniebiescy i 🌈won #stopukrainizacjiPolski",NA,"Gdynia, Polska",NA,NA
"76","2021-08-18T20:50:18.000Z","Asia45440183","https://pbs.twimg.com/profile_images/1450092208133181448/RA3ejsc2_normal.jpg",FALSE,FALSE,"1428095912996392962","Asia",     163,     417,    4914,       0,"",NA,NA,NA,NA
"77","2017-10-09T19:51:59.000Z","AgnieszkaBaO","https://pbs.twimg.com/profile_images/1574863409019031552/zzMgG9Pg_normal.jpg",FALSE,FALSE,"917477761417084930","Agnieszka",     297,     496,    6085,       4,"",NA,"Kraków, Polska",NA,NA
"78","2022-03-12T11:10:18.000Z","Albert23725999","https://pbs.twimg.com/profile_images/1545293527097262081/7N9uJZlm_normal.jpg",FALSE,FALSE,"1502602811665698819","Albert",      77,     138,    3845,       4,"Wszystko Już Było",NA,NA,NA,NA
"79","2014-07-31T09:28:01.000Z","AgroNews1","https://pbs.twimg.com/profile_images/1019944141885763584/8-sVth_R_normal.jpg",FALSE,FALSE,"2695268834","AgroNews",    3912,     568,    7902,       8,"https://t.co/ZfbMVQkKxz - portal, telewizja, oraz gazeta interaktywna dla rolników. Informujemy, doradzamy, analizujemy i szkolimy. #rolnictwo #wieś #żywność",NA,"Warszawa, Polska","https://t.co/VlOFiNtlgN",NA
"80","2016-12-04T14:18:44.000Z","jagodarubik","https://pbs.twimg.com/profile_images/1125423236894867456/6aSX304g_normal.jpg",FALSE,FALSE,"805416047524380672","Jagoda",     403,     791,    6595,       0,"🇵🇱",NA,"Polska",NA,NA
"81","2020-10-25T16:05:06.000Z","Robert300869","https://pbs.twimg.com/profile_images/1320436076629184512/7qhjeC6o_normal.jpg",FALSE,FALSE,"1320395866314780676","Robert",      37,      83,    1906,       1,"",NA,"Republic of Mozambique",NA,NA
